-369182.058333608,2099000.0
-352000,2120623.55303288
-346500,2124601.19114274
-343500,2125855.66846254
-340000,2126559.51374372
-331000,2125560.88921326
-315500,2125014.28205909
-306000,2124261.21100155
-293500,2121777.93419063
-276500,2138659.66318843
-275000,2139624.56373523
-266500,2141590.56134674
-263000,2142036.77881401
-254000,2142329.00601555
-243000,2142984.60077967
-225000,2156464.98052735
-214502.959464361,2162000.0
-206500,2164700.26716769
-191500,2169592.62281324
-189000,2169743.43769572
-153500,2175564.5488462
-150500,2175947.7030562
-144000,2175881.62057198
-112000,2169829.70158708
-86500,2186348.97688197
-70752.1472654925,2196000.0
-65500,2199268.04647318
-58325.001260903,2215200.0013704
-51199.9984291163,2225824.99874891
-37449.9996648964,2234450.00073572
-28325.0012592876,2234700.00282278
-2450.00051122666,2241325.00276427
1424.99863107883,2241075.00505635
3299.99851047397,2240574.9963554
4299.99981165639,2238325.00557335
4800.00183610919,2234574.9965452
5924.99929730561,2221699.99910435
24500.0,2220927.96956958
29000.0,2220771.78985591
35500.0,2217744.96911487
46785.4872710789,2210000.0
49709.7089953679,2202500.0
57278.0225263759,2196000.0
67424.9999386277,2199825.00490644
73424.9989987266,2198824.99984565
78549.9982531738,2195949.99521575
105500.0,2196182.75807906
109000.0,2194835.90343507
95893.1970327774,2169437.07892571
95073.2823685287,2166567.37557424
79095.7418599498,2133358.30293083
88718.9195091427,2103433.73235652
-361840.512781138,2045012.68798916
-389879.536423048,2069000.0
-385394.461097596,2083000.0
-380047.908758022,2090500.0
