94292.3906566007,2090699.99798317
136603.862112098,1995723.22658703
209444.756468538,1890395.10064758
300005.102945286,1737593.13645455
350786.576051697,1680123.37859657
356562.930490188,1619447.20314978
284543.616696082,1603892.92831325
212188.219503332,1593768.19499677
45083.6009778386,1619992.2389929
-48020.6129218482,1636341.06474407
-99463.2432550133,1554506.86017203
-167730.077371968,1503136.02525118
-167730.077371968,1503136.02525118
-188335.150683343,1528892.3668904
-266634.42926657,1563405.86468695
-295481.531902495,1576284.03550656
-354205.990839915,1584010.93799833
-422717.859600239,1576284.03550656
-482987.699036012,1580920.17700162
